 TITLE LINE 1 - Subbasin ID 7 | Simulation Years: 1981-2020
 TITLE LINE 2 - Source: TrabajoFM model
 TITLE LINE 3 - Units: kg/day | DRAINAGE_AREA (km²): {area_str}
 TITLE LINE 4 - Period: 1981-2020
 TITLE LINE 5 - 
 YEAR            FLOYR            SEDYR           ORGNYR           ORGPYR            NO3YR            NH3YR            NO2YR           MINPYR           CBODYR          DISOXYR           CHLAYR         SOLPSTYR         SRBPSTYR          BACTPYR         BACTLPYR          CMTL1YR          CMTL2YR          CMTL3YR
 1998 1.5300000000E+01 1.1016000000E+01 2.2950000000E-01 4.5900000000E-02 0.0000000000E+00 3.8250000000E-01 0.0000000000E+00 7.6500000000E-02 3.3660000000E+00 3.8250000000E-02 1.5000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1999 1.5900000000E+01 1.1448000000E+01 2.3850000000E-01 4.7700000000E-02 0.0000000000E+00 3.9750000000E-01 0.0000000000E+00 7.9500000000E-02 3.4980000000E+00 3.9750000000E-02 1.6000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2000 1.6500000000E+01 1.1880000000E+01 2.4750000000E-01 4.9500000000E-02 0.0000000000E+00 4.1250000000E-01 0.0000000000E+00 8.2500000000E-02 3.6300000000E+00 4.1250000000E-02 1.7000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2001 1.7100000000E+01 1.2312000000E+01 2.5650000000E-01 5.1300000000E-02 0.0000000000E+00 4.2750000000E-01 0.0000000000E+00 8.5500000000E-02 3.7620000000E+00 4.2750000000E-02 1.7000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2002 2.0250000000E+01 1.4580000000E+01 3.0375000000E-01 6.0750000000E-02 0.0000000000E+00 5.0625000000E-01 0.0000000000E+00 1.0125000000E-01 4.4550000000E+00 5.0625000000E-02 2.0000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2003 2.3550000000E+01 1.6956000000E+01 3.5325000000E-01 7.0650000000E-02 0.0000000000E+00 5.8875000000E-01 0.0000000000E+00 1.1775000000E-01 5.1810000000E+00 5.8875000000E-02 2.4000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2004 2.6850000000E+01 1.9332000000E+01 4.0275000000E-01 8.0550000000E-02 0.0000000000E+00 6.7125000000E-01 0.0000000000E+00 1.3425000000E-01 5.9070000000E+00 6.7125000000E-02 2.7000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2005 3.0000000000E+01 2.1600000000E+01 4.5000000000E-01 9.0000000000E-02 0.0000000000E+00 7.5000000000E-01 0.0000000000E+00 1.5000000000E-01 6.6000000000E+00 7.5000000000E-02 3.0000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2006 3.3300000000E+01 2.3976000000E+01 4.9950000000E-01 9.9900000000E-02 0.0000000000E+00 8.3250000000E-01 0.0000000000E+00 1.6650000000E-01 7.3260000000E+00 8.3250000000E-02 3.3000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2007 3.6600000000E+01 2.6352000000E+01 5.4900000000E-01 1.0980000000E-01 0.0000000000E+00 9.1500000000E-01 0.0000000000E+00 1.8300000000E-01 8.0520000000E+00 9.1500000000E-02 3.7000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2008 3.9750000000E+01 2.8620000000E+01 5.9625000000E-01 1.1925000000E-01 0.0000000000E+00 9.9375000000E-01 0.0000000000E+00 1.9875000000E-01 8.7450000000E+00 9.9375000000E-02 4.0000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2009 4.3050000000E+01 3.0996000000E+01 6.4575000000E-01 1.2915000000E-01 0.0000000000E+00 1.0762500000E+00 0.0000000000E+00 2.1525000000E-01 9.4710000000E+00 1.0762500000E-01 4.3000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2010 4.6350000000E+01 3.3372000000E+01 6.9525000000E-01 1.3905000000E-01 0.0000000000E+00 1.1587500000E+00 0.0000000000E+00 2.3175000000E-01 1.0197000000E+01 1.1587500000E-01 4.6000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2011 4.9650000000E+01 3.5748000000E+01 7.4475000000E-01 1.4895000000E-01 0.0000000000E+00 1.2412500000E+00 0.0000000000E+00 2.4825000000E-01 1.0923000000E+01 1.2412500000E-01 5.0000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2012 5.0400000000E+01 3.6288000000E+01 7.5600000000E-01 1.5120000000E-01 0.0000000000E+00 1.2600000000E+00 0.0000000000E+00 2.5200000000E-01 1.1088000000E+01 1.2600000000E-01 5.0000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2013 5.1150000000E+01 3.6828000000E+01 7.6725000000E-01 1.5345000000E-01 0.0000000000E+00 1.2787500000E+00 0.0000000000E+00 2.5575000000E-01 1.1253000000E+01 1.2787500000E-01 5.1000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2014 5.1900000000E+01 3.7368000000E+01 7.7850000000E-01 1.5570000000E-01 0.0000000000E+00 1.2975000000E+00 0.0000000000E+00 2.5950000000E-01 1.1418000000E+01 1.2975000000E-01 5.2000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2015 5.2650000000E+01 3.7908000000E+01 7.8975000000E-01 1.5795000000E-01 0.0000000000E+00 1.3162500000E+00 0.0000000000E+00 2.6325000000E-01 1.1583000000E+01 1.3162500000E-01 5.3000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2016 5.3400000000E+01 3.8448000000E+01 8.0100000000E-01 1.6020000000E-01 0.0000000000E+00 1.3350000000E+00 0.0000000000E+00 2.6700000000E-01 1.1748000000E+01 1.3350000000E-01 5.3000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2017 5.4150000000E+01 3.8988000000E+01 8.1225000000E-01 1.6245000000E-01 0.0000000000E+00 1.3537500000E+00 0.0000000000E+00 2.7075000000E-01 1.1913000000E+01 1.3537500000E-01 5.4000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2018 5.4900000000E+01 3.9528000000E+01 8.2350000000E-01 1.6470000000E-01 0.0000000000E+00 1.3725000000E+00 0.0000000000E+00 2.7450000000E-01 1.2078000000E+01 1.3725000000E-01 5.5000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2019 5.5650000000E+01 4.0068000000E+01 8.3475000000E-01 1.6695000000E-01 0.0000000000E+00 1.3912500000E+00 0.0000000000E+00 2.7825000000E-01 1.2243000000E+01 1.3912500000E-01 5.6000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2020 5.6400000000E+01 4.0608000000E+01 8.4600000000E-01 1.6920000000E-01 0.0000000000E+00 1.4100000000E+00 0.0000000000E+00 2.8200000000E-01 1.2408000000E+01 1.4100000000E-01 5.6000000000E-05 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
