 TITLE LINE 1 - Subbasin ID 2 | Simulation Years: 1981-2020
 TITLE LINE 2 - Source: TrabajoFM model
 TITLE LINE 3 - Units: kg/day | DRAINAGE_AREA (km²): {area_str}
 TITLE LINE 4 - Period: 1981-2020
 TITLE LINE 5 - 
 YEAR            FLOYR            SEDYR           ORGNYR           ORGPYR            NO3YR            NH3YR            NO2YR           MINPYR           CBODYR          DISOXYR           CHLAYR         SOLPSTYR         SRBPSTYR          BACTPYR         BACTLPYR          CMTL1YR          CMTL2YR          CMTL3YR
 1981 2.1585000000E+02 1.5541200000E+02 3.2377500000E+00 6.4755000000E-01 0.0000000000E+00 5.3962500000E+00 0.0000000000E+00 1.0792500000E+00 4.7487000000E+01 5.3962500000E-01 2.1600000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1982 2.1285000000E+02 1.5325200000E+02 3.1927500000E+00 6.3855000000E-01 0.0000000000E+00 5.3212500000E+00 0.0000000000E+00 1.0642500000E+00 4.6827000000E+01 5.3212500000E-01 2.1300000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1983 2.0985000000E+02 1.5109200000E+02 3.1477500000E+00 6.2955000000E-01 0.0000000000E+00 5.2462500000E+00 0.0000000000E+00 1.0492500000E+00 4.6167000000E+01 5.2462500000E-01 2.1000000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1984 2.0685000000E+02 1.4893200000E+02 3.1027500000E+00 6.2055000000E-01 0.0000000000E+00 5.1712500000E+00 0.0000000000E+00 1.0342500000E+00 4.5507000000E+01 5.1712500000E-01 2.0700000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1985 2.0385000000E+02 1.4677200000E+02 3.0577500000E+00 6.1155000000E-01 0.0000000000E+00 5.0962500000E+00 0.0000000000E+00 1.0192500000E+00 4.4847000000E+01 5.0962500000E-01 2.0400000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1986 2.0100000000E+02 1.4472000000E+02 3.0150000000E+00 6.0300000000E-01 0.0000000000E+00 5.0250000000E+00 0.0000000000E+00 1.0050000000E+00 4.4220000000E+01 5.0250000000E-01 2.0100000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1987 1.9800000000E+02 1.4256000000E+02 2.9700000000E+00 5.9400000000E-01 0.0000000000E+00 4.9500000000E+00 0.0000000000E+00 9.9000000000E-01 4.3560000000E+01 4.9500000000E-01 1.9800000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1988 1.9500000000E+02 1.4040000000E+02 2.9250000000E+00 5.8500000000E-01 0.0000000000E+00 4.8750000000E+00 0.0000000000E+00 9.7500000000E-01 4.2900000000E+01 4.8750000000E-01 1.9500000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1989 1.9200000000E+02 1.3824000000E+02 2.8800000000E+00 5.7600000000E-01 0.0000000000E+00 4.8000000000E+00 0.0000000000E+00 9.6000000000E-01 4.2240000000E+01 4.8000000000E-01 1.9200000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1990 1.8900000000E+02 1.3608000000E+02 2.8350000000E+00 5.6700000000E-01 0.0000000000E+00 4.7250000000E+00 0.0000000000E+00 9.4500000000E-01 4.1580000000E+01 4.7250000000E-01 1.8900000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
