 TITLE LINE 1 - Subbasin ID 11 | Simulation Years: 1981-2020
 TITLE LINE 2 - Source: TrabajoFM model
 TITLE LINE 3 - Units: kg/day | DRAINAGE_AREA (km²): {area_str}
 TITLE LINE 4 - Period: 1981-2020
 TITLE LINE 5 - 
 YEAR            FLOYR            SEDYR           ORGNYR           ORGPYR            NO3YR            NH3YR            NO2YR           MINPYR           CBODYR          DISOXYR           CHLAYR         SOLPSTYR         SRBPSTYR          BACTPYR         BACTLPYR          CMTL1YR          CMTL2YR          CMTL3YR
 1992 3.8250000000E+02 2.7540000000E+02 5.7375000000E+00 1.1475000000E+00 0.0000000000E+00 9.5625000000E+00 0.0000000000E+00 1.9125000000E+00 8.4150000000E+01 9.5625000000E-01 3.8200000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1993 3.8355000000E+02 2.7615600000E+02 5.7532500000E+00 1.1506500000E+00 0.0000000000E+00 9.5887500000E+00 0.0000000000E+00 1.9177500000E+00 8.4381000000E+01 9.5887500000E-01 3.8400000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1994 3.8460000000E+02 2.7691200000E+02 5.7690000000E+00 1.1538000000E+00 0.0000000000E+00 9.6150000000E+00 0.0000000000E+00 1.9230000000E+00 8.4612000000E+01 9.6150000000E-01 3.8500000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1995 3.8565000000E+02 2.7766800000E+02 5.7847500000E+00 1.1569500000E+00 0.0000000000E+00 9.6412500000E+00 0.0000000000E+00 1.9282500000E+00 8.4843000000E+01 9.6412500000E-01 3.8600000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1996 3.8670000000E+02 2.7842400000E+02 5.8005000000E+00 1.1601000000E+00 0.0000000000E+00 9.6675000000E+00 0.0000000000E+00 1.9335000000E+00 8.5074000000E+01 9.6675000000E-01 3.8700000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1997 3.8775000000E+02 2.7918000000E+02 5.8162500000E+00 1.1632500000E+00 0.0000000000E+00 9.6937500000E+00 0.0000000000E+00 1.9387500000E+00 8.5305000000E+01 9.6937500000E-01 3.8800000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1998 3.8880000000E+02 2.7993600000E+02 5.8320000000E+00 1.1664000000E+00 0.0000000000E+00 9.7200000000E+00 0.0000000000E+00 1.9440000000E+00 8.5536000000E+01 9.7200000000E-01 3.8900000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1999 3.8985000000E+02 2.8069200000E+02 5.8477500000E+00 1.1695500000E+00 0.0000000000E+00 9.7462500000E+00 0.0000000000E+00 1.9492500000E+00 8.5767000000E+01 9.7462500000E-01 3.9000000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2000 3.9090000000E+02 2.8144800000E+02 5.8635000000E+00 1.1727000000E+00 0.0000000000E+00 9.7725000000E+00 0.0000000000E+00 1.9545000000E+00 8.5998000000E+01 9.7725000000E-01 3.9100000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2001 3.9210000000E+02 2.8231200000E+02 5.8815000000E+00 1.1763000000E+00 0.0000000000E+00 9.8025000000E+00 0.0000000000E+00 1.9605000000E+00 8.6262000000E+01 9.8025000000E-01 3.9200000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2002 3.9315000000E+02 2.8306800000E+02 5.8972500000E+00 1.1794500000E+00 0.0000000000E+00 9.8287500000E+00 0.0000000000E+00 1.9657500000E+00 8.6493000000E+01 9.8287500000E-01 3.9300000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2003 3.9420000000E+02 2.8382400000E+02 5.9130000000E+00 1.1826000000E+00 0.0000000000E+00 9.8550000000E+00 0.0000000000E+00 1.9710000000E+00 8.6724000000E+01 9.8550000000E-01 3.9400000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2004 3.9525000000E+02 2.8458000000E+02 5.9287500000E+00 1.1857500000E+00 0.0000000000E+00 9.8812500000E+00 0.0000000000E+00 1.9762500000E+00 8.6955000000E+01 9.8812500000E-01 3.9500000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2005 3.9645000000E+02 2.8544400000E+02 5.9467500000E+00 1.1893500000E+00 0.0000000000E+00 9.9112500000E+00 0.0000000000E+00 1.9822500000E+00 8.7219000000E+01 9.9112500000E-01 3.9600000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2006 3.9750000000E+02 2.8620000000E+02 5.9625000000E+00 1.1925000000E+00 0.0000000000E+00 9.9375000000E+00 0.0000000000E+00 1.9875000000E+00 8.7450000000E+01 9.9375000000E-01 3.9800000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2007 3.9855000000E+02 2.8695600000E+02 5.9782500000E+00 1.1956500000E+00 0.0000000000E+00 9.9637500000E+00 0.0000000000E+00 1.9927500000E+00 8.7681000000E+01 9.9637500000E-01 3.9900000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2008 3.9975000000E+02 2.8782000000E+02 5.9962500000E+00 1.1992500000E+00 0.0000000000E+00 9.9937500000E+00 0.0000000000E+00 1.9987500000E+00 8.7945000000E+01 9.9937500000E-01 4.0000000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2009 4.0080000000E+02 2.8857600000E+02 6.0120000000E+00 1.2024000000E+00 0.0000000000E+00 1.0020000000E+01 0.0000000000E+00 2.0040000000E+00 8.8176000000E+01 1.0020000000E+00 4.0100000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2010 4.0185000000E+02 2.8933200000E+02 6.0277500000E+00 1.2055500000E+00 0.0000000000E+00 1.0046250000E+01 0.0000000000E+00 2.0092500000E+00 8.8407000000E+01 1.0046250000E+00 4.0200000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2011 4.0305000000E+02 2.9019600000E+02 6.0457500000E+00 1.2091500000E+00 0.0000000000E+00 1.0076250000E+01 0.0000000000E+00 2.0152500000E+00 8.8671000000E+01 1.0076250000E+00 4.0300000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2012 4.0365000000E+02 2.9062800000E+02 6.0547500000E+00 1.2109500000E+00 0.0000000000E+00 1.0091250000E+01 0.0000000000E+00 2.0182500000E+00 8.8803000000E+01 1.0091250000E+00 4.0400000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2013 4.0425000000E+02 2.9106000000E+02 6.0637500000E+00 1.2127500000E+00 0.0000000000E+00 1.0106250000E+01 0.0000000000E+00 2.0212500000E+00 8.8935000000E+01 1.0106250000E+00 4.0400000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2014 4.0485000000E+02 2.9149200000E+02 6.0727500000E+00 1.2145500000E+00 0.0000000000E+00 1.0121250000E+01 0.0000000000E+00 2.0242500000E+00 8.9067000000E+01 1.0121250000E+00 4.0500000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2015 4.0545000000E+02 2.9192400000E+02 6.0817500000E+00 1.2163500000E+00 0.0000000000E+00 1.0136250000E+01 0.0000000000E+00 2.0272500000E+00 8.9199000000E+01 1.0136250000E+00 4.0500000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2016 4.0605000000E+02 2.9235600000E+02 6.0907500000E+00 1.2181500000E+00 0.0000000000E+00 1.0151250000E+01 0.0000000000E+00 2.0302500000E+00 8.9331000000E+01 1.0151250000E+00 4.0600000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2017 4.0665000000E+02 2.9278800000E+02 6.0997500000E+00 1.2199500000E+00 0.0000000000E+00 1.0166250000E+01 0.0000000000E+00 2.0332500000E+00 8.9463000000E+01 1.0166250000E+00 4.0700000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2018 4.0725000000E+02 2.9322000000E+02 6.1087500000E+00 1.2217500000E+00 0.0000000000E+00 1.0181250000E+01 0.0000000000E+00 2.0362500000E+00 8.9595000000E+01 1.0181250000E+00 4.0700000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2019 4.0785000000E+02 2.9365200000E+02 6.1177500000E+00 1.2235500000E+00 0.0000000000E+00 1.0196250000E+01 0.0000000000E+00 2.0392500000E+00 8.9727000000E+01 1.0196250000E+00 4.0800000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2020 4.0845000000E+02 2.9408400000E+02 6.1267500000E+00 1.2253500000E+00 0.0000000000E+00 1.0211250000E+01 0.0000000000E+00 2.0422500000E+00 8.9859000000E+01 1.0211250000E+00 4.0800000000E-04 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
