 TITLE LINE 1 - Subbasin ID 4 | Simulation Years: 1981-2020
 TITLE LINE 2 - Source: TrabajoFM model
 TITLE LINE 3 - Units: kg/day | DRAINAGE_AREA (km²): {area_str}
 TITLE LINE 4 - Period: 1981-2020
 TITLE LINE 5 - 
 YEAR            FLOYR            SEDYR           ORGNYR           ORGPYR            NO3YR            NH3YR            NO2YR           MINPYR           CBODYR          DISOXYR           CHLAYR         SOLPSTYR         SRBPSTYR          BACTPYR         BACTLPYR          CMTL1YR          CMTL2YR          CMTL3YR
 1991 7.2000000000E+00 5.1840000000E+00 1.0800000000E-01 2.1600000000E-02 0.0000000000E+00 1.8000000000E-01 0.0000000000E+00 3.6000000000E-02 1.5840000000E+00 1.8000000000E-02 7.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1992 7.0500000000E+00 5.0760000000E+00 1.0575000000E-01 2.1150000000E-02 0.0000000000E+00 1.7625000000E-01 0.0000000000E+00 3.5250000000E-02 1.5510000000E+00 1.7625000000E-02 7.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1993 6.9000000000E+00 4.9680000000E+00 1.0350000000E-01 2.0700000000E-02 0.0000000000E+00 1.7250000000E-01 0.0000000000E+00 3.4500000000E-02 1.5180000000E+00 1.7250000000E-02 7.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1994 6.7500000000E+00 4.8600000000E+00 1.0125000000E-01 2.0250000000E-02 0.0000000000E+00 1.6875000000E-01 0.0000000000E+00 3.3750000000E-02 1.4850000000E+00 1.6875000000E-02 7.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1995 6.7500000000E+00 4.8600000000E+00 1.0125000000E-01 2.0250000000E-02 0.0000000000E+00 1.6875000000E-01 0.0000000000E+00 3.3750000000E-02 1.4850000000E+00 1.6875000000E-02 7.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1996 6.6000000000E+00 4.7520000000E+00 9.9000000000E-02 1.9800000000E-02 0.0000000000E+00 1.6500000000E-01 0.0000000000E+00 3.3000000000E-02 1.4520000000E+00 1.6500000000E-02 7.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1997 6.4500000000E+00 4.6440000000E+00 9.6750000000E-02 1.9350000000E-02 0.0000000000E+00 1.6125000000E-01 0.0000000000E+00 3.2250000000E-02 1.4190000000E+00 1.6125000000E-02 6.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1998 6.4500000000E+00 4.6440000000E+00 9.6750000000E-02 1.9350000000E-02 0.0000000000E+00 1.6125000000E-01 0.0000000000E+00 3.2250000000E-02 1.4190000000E+00 1.6125000000E-02 6.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 1999 6.3000000000E+00 4.5360000000E+00 9.4500000000E-02 1.8900000000E-02 0.0000000000E+00 1.5750000000E-01 0.0000000000E+00 3.1500000000E-02 1.3860000000E+00 1.5750000000E-02 6.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2000 6.1500000000E+00 4.4280000000E+00 9.2250000000E-02 1.8450000000E-02 0.0000000000E+00 1.5375000000E-01 0.0000000000E+00 3.0750000000E-02 1.3530000000E+00 1.5375000000E-02 6.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2001 6.1500000000E+00 4.4280000000E+00 9.2250000000E-02 1.8450000000E-02 0.0000000000E+00 1.5375000000E-01 0.0000000000E+00 3.0750000000E-02 1.3530000000E+00 1.5375000000E-02 6.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2002 6.0000000000E+00 4.3200000000E+00 9.0000000000E-02 1.8000000000E-02 0.0000000000E+00 1.5000000000E-01 0.0000000000E+00 3.0000000000E-02 1.3200000000E+00 1.5000000000E-02 6.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2003 5.8500000000E+00 4.2120000000E+00 8.7750000000E-02 1.7550000000E-02 0.0000000000E+00 1.4625000000E-01 0.0000000000E+00 2.9250000000E-02 1.2870000000E+00 1.4625000000E-02 6.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2004 5.8500000000E+00 4.2120000000E+00 8.7750000000E-02 1.7550000000E-02 0.0000000000E+00 1.4625000000E-01 0.0000000000E+00 2.9250000000E-02 1.2870000000E+00 1.4625000000E-02 6.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2005 5.7000000000E+00 4.1040000000E+00 8.5500000000E-02 1.7100000000E-02 0.0000000000E+00 1.4250000000E-01 0.0000000000E+00 2.8500000000E-02 1.2540000000E+00 1.4250000000E-02 6.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2006 5.7000000000E+00 4.1040000000E+00 8.5500000000E-02 1.7100000000E-02 0.0000000000E+00 1.4250000000E-01 0.0000000000E+00 2.8500000000E-02 1.2540000000E+00 1.4250000000E-02 6.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2007 5.5500000000E+00 3.9960000000E+00 8.3250000000E-02 1.6650000000E-02 0.0000000000E+00 1.3875000000E-01 0.0000000000E+00 2.7750000000E-02 1.2210000000E+00 1.3875000000E-02 6.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2008 5.4000000000E+00 3.8880000000E+00 8.1000000000E-02 1.6200000000E-02 0.0000000000E+00 1.3500000000E-01 0.0000000000E+00 2.7000000000E-02 1.1880000000E+00 1.3500000000E-02 5.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2009 5.4000000000E+00 3.8880000000E+00 8.1000000000E-02 1.6200000000E-02 0.0000000000E+00 1.3500000000E-01 0.0000000000E+00 2.7000000000E-02 1.1880000000E+00 1.3500000000E-02 5.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2010 5.2500000000E+00 3.7800000000E+00 7.8750000000E-02 1.5750000000E-02 0.0000000000E+00 1.3125000000E-01 0.0000000000E+00 2.6250000000E-02 1.1550000000E+00 1.3125000000E-02 5.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2011 5.2500000000E+00 3.7800000000E+00 7.8750000000E-02 1.5750000000E-02 0.0000000000E+00 1.3125000000E-01 0.0000000000E+00 2.6250000000E-02 1.1550000000E+00 1.3125000000E-02 5.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2012 5.2500000000E+00 3.7800000000E+00 7.8750000000E-02 1.5750000000E-02 0.0000000000E+00 1.3125000000E-01 0.0000000000E+00 2.6250000000E-02 1.1550000000E+00 1.3125000000E-02 5.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2013 5.2500000000E+00 3.7800000000E+00 7.8750000000E-02 1.5750000000E-02 0.0000000000E+00 1.3125000000E-01 0.0000000000E+00 2.6250000000E-02 1.1550000000E+00 1.3125000000E-02 5.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2014 5.2500000000E+00 3.7800000000E+00 7.8750000000E-02 1.5750000000E-02 0.0000000000E+00 1.3125000000E-01 0.0000000000E+00 2.6250000000E-02 1.1550000000E+00 1.3125000000E-02 5.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2015 5.4000000000E+00 3.8880000000E+00 8.1000000000E-02 1.6200000000E-02 0.0000000000E+00 1.3500000000E-01 0.0000000000E+00 2.7000000000E-02 1.1880000000E+00 1.3500000000E-02 5.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2016 5.4000000000E+00 3.8880000000E+00 8.1000000000E-02 1.6200000000E-02 0.0000000000E+00 1.3500000000E-01 0.0000000000E+00 2.7000000000E-02 1.1880000000E+00 1.3500000000E-02 5.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2017 5.4000000000E+00 3.8880000000E+00 8.1000000000E-02 1.6200000000E-02 0.0000000000E+00 1.3500000000E-01 0.0000000000E+00 2.7000000000E-02 1.1880000000E+00 1.3500000000E-02 5.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2018 5.5500000000E+00 3.9960000000E+00 8.3250000000E-02 1.6650000000E-02 0.0000000000E+00 1.3875000000E-01 0.0000000000E+00 2.7750000000E-02 1.2210000000E+00 1.3875000000E-02 6.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2019 5.5500000000E+00 3.9960000000E+00 8.3250000000E-02 1.6650000000E-02 0.0000000000E+00 1.3875000000E-01 0.0000000000E+00 2.7750000000E-02 1.2210000000E+00 1.3875000000E-02 6.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
 2020 5.5500000000E+00 3.9960000000E+00 8.3250000000E-02 1.6650000000E-02 0.0000000000E+00 1.3875000000E-01 0.0000000000E+00 2.7750000000E-02 1.2210000000E+00 1.3875000000E-02 6.0000000000E-06 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
